Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
M,0.49,0.42,1.39,-23.74,-112.49,31.37
M,0.54,0.08,1.78,-20.32,-85.33,5.74
M,0.63,0.30,1.49,-30.27,-27.83,9.64
M,0.60,-0.05,1.46,-6.59,1.83,-10.38
M,0.53,0.01,1.35,-0.98,20.57,3.85
M,0.49,0.20,1.39,14.34,50.11,-2.44
M,0.48,0.27,1.54,18.92,106.20,-25.94
M,0.47,0.22,1.43,28.08,160.03,-52.00
M,0.36,0.00,1.24,51.57,208.44,-68.66
M,0.28,-0.16,1.28,83.56,222.23,-50.23
M,0.13,0.07,1.27,59.39,230.83,-8.12
M,-0.02,0.42,1.08,32.96,251.46,11.17
M,-0.08,0.32,0.84,19.10,251.95,-14.95
M,-0.17,0.22,0.71,8.36,238.46,-24.72
M,-0.27,0.27,0.53,-34.73,214.48,-14.83
M,-0.34,0.31,0.38,-51.39,198.30,-13.73
M,-0.39,0.29,0.26,-42.72,150.76,-21.67
M,-0.41,0.21,0.27,-26.55,106.81,-32.53
M,-0.41,0.10,0.26,-20.57,90.09,-37.17
M,-0.42,0.04,0.12,-17.40,68.48,-20.57
M,-0.36,0.02,0.01,-2.99,37.72,-2.75
M,-0.33,-0.05,-0.07,12.39,4.52,7.26
M,-0.30,-0.09,-0.13,11.72,-53.10,27.71
M,-0.15,-0.10,-0.39,7.45,-93.20,42.79
M,0.14,-0.09,-0.63,3.17,-236.08,68.73
M,0.50,-0.07,-0.15,76.05,-464.90,139.40
M,0.47,0.56,0.55,-22.83,-531.74,195.01
M,0.67,0.34,2.39,-4.52,-502.44,104.25
M,0.60,0.45,1.73,-88.38,-177.98,157.59
M,0.58,0.96,1.78,-82.89,-172.49,139.16
M,0.56,0.45,1.97,-20.81,-110.35,16.78
M,0.51,0.33,1.95,-4.15,-55.91,-2.08
M,0.42,0.35,1.86,9.77,13.43,-7.20
M,0.36,0.46,1.49,9.40,67.44,-32.10
M,0.28,0.38,1.51,26.79,66.53,-50.23
M,0.24,0.37,1.56,30.70,100.65,-58.11
M,0.25,0.43,1.60,46.39,154.24,-63.29
M,0.31,0.51,1.48,45.90,204.65,-69.70
M,0.27,0.31,1.02,44.37,276.06,-104.98
M,0.14,0.16,0.76,18.98,272.64,-93.02
M,0.01,0.31,0.64,-26.00,256.59,-57.68
M,-0.03,0.31,0.39,-18.74,226.26,-63.72
M,-0.13,0.07,0.29,7.14,183.35,-84.11
M,-0.27,-0.03,0.29,-6.77,121.89,-52.43
M,-0.33,0.18,0.22,-32.71,84.11,-31.74
M,-0.31,0.11,0.15,-24.78,56.70,-39.37
M,-0.33,-0.08,0.05,-3.17,1.83,-35.83
M,-0.34,-0.11,0.16,15.50,-53.16,-11.41
M,-0.32,-0.09,0.09,18.19,-70.62,9.09
M,-0.05,0.00,-0.54,19.96,-124.21,47.61
M,0.22,-0.00,-1.02,30.64,-238.40,74.58
M,0.50,0.42,1.08,110.60,-575.62,127.75
M,0.39,0.68,2.44,16.48,-419.92,120.06
M,0.21,0.40,1.67,-23.99,-176.15,82.64
M,0.35,0.60,1.20,-33.75,-130.68,39.86
M,0.38,0.11,1.77,-53.47,-119.08,0.49
M,0.31,0.20,1.44,-70.98,-57.37,31.68
M,0.29,0.17,1.23,-7.45,-27.16,5.80
M,0.27,0.25,1.32,-12.70,-18.55,6.23
M,0.23,0.38,1.36,4.94,16.05,-0.06
M,0.24,0.44,1.59,20.14,30.03,-28.69
M,0.13,0.57,1.79,16.17,74.65,-40.53
M,0.19,0.62,1.75,29.48,171.75,-77.94
M,0.23,0.50,1.35,23.50,253.30,-101.32
M,0.08,0.48,1.16,0.73,266.97,-96.25
M,-0.00,0.58,0.99,-27.95,244.14,-78.43
M,-0.14,0.24,0.70,-7.32,219.12,-117.19
M,-0.20,0.06,0.64,-3.36,186.52,-113.40
M,-0.28,0.12,0.58,-32.65,153.87,-78.74
M,-0.32,0.06,0.49,-33.51,139.47,-83.62
M,-0.38,-0.06,0.37,-34.97,110.05,-75.13
M,-0.40,0.01,0.40,-35.83,71.84,-55.85
M,-0.42,0.01,0.41,-23.44,63.23,-54.75
M,-0.37,-0.17,0.27,-2.01,59.57,-48.52
M,-0.34,-0.22,0.06,8.42,25.09,-14.28
M,-0.30,-0.15,-0.03,7.69,-6.41,2.01
M,-0.18,-0.21,-0.28,23.25,-65.86,5.49
M,-0.04,-0.20,-0.67,40.10,-131.35,33.94
M,0.30,0.09,-0.56,63.11,-351.38,62.19
M,0.46,-0.12,0.95,142.46,-511.96,53.22
M,0.26,0.12,1.52,34.18,-445.56,119.69
M,0.48,0.68,1.39,-16.17,-278.93,94.24
M,0.50,0.24,1.83,1.04,-235.47,68.36
M,0.32,0.70,1.45,-59.63,-183.59,101.81
M,0.46,-0.07,1.88,8.36,-167.72,-4.94
M,0.49,0.28,1.72,-31.68,-85.21,28.56
M,0.44,-0.00,1.42,-6.65,-62.99,-14.95
M,0.46,0.10,1.36,-12.02,-8.61,-1.77
M,0.47,0.13,1.23,-4.39,-2.87,-6.59
M,0.46,0.14,1.37,4.58,10.80,-5.07
M,0.46,0.25,1.46,18.74,41.08,-21.48
M,0.43,0.27,1.62,16.30,75.38,-40.10
M,0.45,0.18,1.66,11.72,161.74,-61.95
M,0.36,0.02,1.33,23.25,227.91,-65.25
M,0.34,-0.07,1.34,57.19,233.64,-55.48
M,0.20,-0.05,1.23,34.97,249.21,-29.36
M,0.10,-0.01,1.08,23.44,263.24,-12.08
M,-0.06,0.09,0.79,-6.96,251.95,18.68
M,-0.24,0.24,0.62,-27.83,216.61,34.24
M,-0.31,0.34,0.58,-29.79,186.46,27.71
M,-0.38,0.33,0.47,-32.17,140.26,0.98
M,-0.42,0.20,0.42,-26.92,115.78,-14.34
M,-0.49,0.21,0.36,-40.34,87.04,-5.86
M,-0.49,0.16,0.30,-21.18,72.02,-7.57
M,-0.48,0.14,0.21,-13.24,57.62,-0.49
M,-0.48,0.14,0.27,7.63,12.51,9.16
M,-0.52,0.21,0.31,10.80,-10.56,18.13
M,-0.47,0.24,0.36,12.02,-15.38,17.64
M,-0.45,0.12,0.30,13.67,-24.11,10.50
M,-0.44,0.17,0.30,6.10,-58.47,16.66
M,-0.47,0.17,0.41,7.08,-86.79,14.16
M,-0.38,0.09,0.36,7.69,-92.65,15.75
M,-0.29,0.10,0.10,-3.42,-111.27,25.57
M,0.03,-0.02,-0.31,8.79,-219.36,34.18
M,0.25,-0.12,0.40,32.10,-398.56,64.76
M,0.42,-0.18,1.02,8.97,-407.17,98.27
M,0.58,0.36,1.81,-45.96,-340.52,192.02
M,0.47,1.18,1.92,-68.73,-208.37,141.85
M,0.42,0.46,1.53,-72.45,-117.13,10.25
M,0.47,0.15,1.68,-34.48,-81.67,21.67
M,0.47,0.33,1.61,-31.56,-43.76,25.33
M,0.40,0.38,1.51,-6.29,-5.13,7.39
M,0.33,0.38,1.48,5.80,20.87,-30.88
M,0.35,0.23,1.56,8.97,43.88,-46.08
M,0.28,0.33,1.58,10.31,91.98,-35.95
M,0.23,0.36,1.40,30.52,153.93,-53.65
M,0.17,0.27,1.27,47.12,180.42,-61.89
M,0.13,0.21,1.28,57.25,192.50,-67.32
M,0.15,0.29,1.20,47.85,210.88,-60.36
M,0.09,0.27,0.90,16.11,235.35,-62.68
M,-0.10,0.14,0.65,5.86,203.49,-53.53
M,-0.12,0.18,0.62,-2.93,172.79,-37.72
M,-0.20,0.17,0.43,-8.30,142.33,-36.44
M,-0.25,0.15,0.32,-16.66,103.64,-37.29
M,-0.26,0.11,0.20,-18.43,72.51,-38.57
M,-0.30,0.08,0.18,-15.87,10.19,-34.85
M,-0.31,0.05,0.25,-3.23,-22.95,-31.80
M,-0.35,-0.02,0.31,13.00,-50.96,-23.13
M,-0.34,0.04,0.34,9.22,-79.22,-2.14
M,-0.23,0.02,0.17,13.55,-97.90,3.66
M,0.01,0.04,-0.68,11.54,-200.38,33.45
M,0.29,0.18,0.98,47.79,-412.78,50.78
M,0.34,-0.13,1.73,18.62,-367.13,41.14
M,0.31,0.21,0.63,-86.00,-167.97,90.82
M,0.46,0.20,1.62,3.17,-263.73,49.01
M,0.42,0.17,1.64,-39.12,-113.77,48.16
M,0.36,0.18,1.42,-32.84,-98.57,37.54
M,0.35,0.30,1.65,-14.10,-76.72,33.51
M,0.33,0.31,1.42,-18.19,-23.93,-2.01
M,0.31,0.29,1.58,-9.16,0.43,-17.33
M,0.32,0.22,1.56,-0.79,25.63,-32.84
M,0.31,0.30,1.69,-0.61,75.32,-40.95
M,0.26,0.30,1.61,3.60,118.59,-53.83
M,0.21,0.22,1.55,35.16,166.75,-71.41
M,0.20,0.10,1.28,54.93,220.95,-79.96
M,0.12,0.17,1.14,37.90,224.91,-62.87
M,0.06,0.30,1.14,20.69,230.04,-63.66
M,0.00,0.12,0.79,2.01,266.42,-75.87
M,-0.10,-0.04,0.51,-11.66,253.48,-66.47
M,-0.23,0.10,0.43,-19.90,176.33,-30.15
M,-0.30,0.15,0.44,-6.53,127.08,-35.10
M,-0.34,0.03,0.40,1.10,114.93,-44.49
M,-0.36,0.02,0.25,-15.32,101.44,-26.18
M,-0.35,0.04,0.05,-17.03,81.18,-20.20
M,-0.37,0.00,-0.01,8.30,8.73,-21.55
M,-0.40,-0.10,0.15,27.04,-41.93,-20.51
M,-0.39,-0.09,0.16,18.92,-55.30,-7.57
M,-0.25,-0.08,-0.13,22.22,-101.26,2.14
M,0.06,-0.23,-0.46,45.35,-211.43,14.10
M,0.33,-0.25,-0.57,71.84,-347.05,60.24
M,0.79,0.38,0.64,52.98,-560.49,135.19
M,0.82,0.15,2.28,72.27,-587.89,91.55
M,0.33,0.37,1.89,-44.07,-189.76,187.68
M,0.69,1.08,1.43,-70.50,-212.83,79.41
M,0.52,-0.24,1.90,-10.38,-189.15,-28.50
M,0.61,0.55,1.40,-41.63,-86.98,35.83
M,0.63,0.19,1.82,-27.16,-53.22,-15.20
M,0.64,0.31,1.36,-32.17,13.24,-28.75
M,0.61,-0.04,1.62,11.90,24.17,-47.79
M,0.56,0.18,1.54,10.01,69.21,-26.73
M,0.47,0.30,1.73,26.67,117.92,-45.72
M,0.47,0.23,1.23,21.67,230.71,-77.88
M,0.40,0.06,0.96,26.18,249.02,-86.85
M,0.17,-0.18,0.92,51.51,213.26,-65.37
M,-0.01,-0.02,0.93,42.11,186.89,-9.70
M,-0.04,0.12,0.95,37.90,180.66,10.93
M,-0.18,0.32,0.82,6.23,185.06,25.57
M,-0.31,0.25,0.81,2.87,159.85,-2.56
M,-0.37,0.19,0.82,-3.11,151.55,-8.79
M,-0.42,0.35,0.66,-27.16,150.94,10.62
M,-0.50,0.43,0.63,-25.76,126.34,7.63
M,-0.47,0.40,0.69,-15.99,111.39,-15.50
M,-0.47,0.20,0.56,-23.93,114.07,-30.40
M,-0.49,0.13,0.42,-28.02,107.60,-23.62
M,-0.49,0.14,0.33,-14.83,76.05,-5.74
M,-0.50,0.18,0.28,-12.94,41.26,1.28
M,-0.53,0.15,0.32,-7.75,15.20,0.49
M,-0.49,0.15,0.35,-18.37,12.45,-3.05
M,-0.48,0.05,0.16,-17.52,8.06,-4.27
M,-0.50,0.10,0.17,-11.54,-42.48,8.91
M,-0.50,0.09,0.37,-7.51,-76.84,18.31
M,-0.50,0.15,0.36,-12.57,-79.41,26.37
M,-0.34,0.13,0.03,-16.66,-99.73,28.50
M,-0.25,0.24,0.16,-12.08,-230.47,45.90
M,-0.09,0.28,0.54,-3.91,-276.67,35.71
M,0.30,-0.29,-0.21,23.19,-292.30,40.22
M,0.48,-0.38,0.53,33.63,-423.16,121.28
M,0.53,0.58,2.55,-26.00,-387.45,166.44
M,0.50,0.26,0.88,-47.97,-112.92,77.82
M,0.47,0.49,1.29,-25.45,-167.05,72.08
M,0.50,0.43,1.64,-5.68,-112.18,20.51
M,0.45,0.23,1.58,-17.27,-62.81,14.47
M,0.54,0.57,1.94,-23.38,-48.77,14.28
M,0.48,0.38,1.76,-10.38,41.44,-32.41
M,0.50,0.35,1.75,0.61,94.60,-57.74
M,0.37,0.24,1.58,10.44,131.59,-64.03
M,0.24,0.32,1.34,30.94,164.12,-63.23
M,0.19,0.31,1.35,50.17,170.78,-71.90
M,0.20,0.32,1.26,57.37,203.98,-78.19
M,0.11,0.24,1.01,51.15,224.85,-80.75
M,0.06,0.20,0.89,40.71,231.08,-71.35
M,-0.03,0.22,0.62,15.38,219.85,-55.73
M,-0.11,0.18,0.36,3.05,170.59,-44.86
M,-0.19,0.15,0.24,-4.39,117.13,-38.57
M,-0.26,0.16,0.32,-10.31,50.84,-33.51
M,-0.26,0.13,0.27,-7.57,41.69,-33.94
M,-0.30,0.17,0.24,-12.45,7.75,-27.83
M,-0.29,0.15,0.36,2.56,-20.32,-36.87
M,-0.26,-0.06,0.26,13.55,-27.10,-33.87
M,-0.22,-0.15,-0.19,13.85,-73.85,4.21
M,-0.06,-0.05,-0.30,32.53,-206.36,35.34
M,0.07,0.25,0.19,41.87,-297.00,76.42
M,0.22,0.20,1.04,42.05,-351.75,77.33
M,0.11,0.11,1.55,10.07,-304.87,93.51
M,0.20,0.76,1.29,-37.90,-151.18,79.90
M,0.30,0.35,1.50,-34.97,-158.26,18.98
M,0.34,0.47,1.71,-42.60,-119.02,29.36
M,0.36,0.15,1.48,-29.60,-50.11,-7.26
M,0.26,0.19,1.18,-29.17,-24.66,9.64
M,0.21,0.27,1.46,-16.30,-33.08,4.76
M,0.24,0.31,1.53,-10.50,18.37,-13.98
M,0.20,0.48,1.75,-2.44,82.89,-38.57
M,0.16,0.54,1.59,-1.46,133.30,-60.79
M,0.14,0.54,1.45,22.40,168.27,-93.08
M,0.18,0.41,1.38,31.80,190.49,-110.11
M,0.11,0.28,1.12,1.34,218.87,-104.74
M,-0.06,0.19,0.86,-19.17,201.48,-89.60
M,-0.12,0.12,0.75,-16.36,184.69,-82.89
M,-0.23,0.12,0.57,-25.94,160.34,-67.14
M,-0.29,0.15,0.65,-21.06,123.47,-67.14
M,-0.30,0.17,0.61,-23.07,116.70,-69.52
M,-0.27,-0.10,0.31,-12.02,109.50,-83.13
M,-0.31,-0.33,0.22,3.23,70.74,-67.81
M,-0.35,-0.19,0.32,-4.76,30.94,-9.22
M,-0.36,-0.09,0.08,-1.59,26.25,8.30
M,-0.28,-0.05,-0.03,14.40,-18.13,12.63
M,-0.17,-0.21,-0.20,46.63,-103.52,15.87
M,0.17,-0.26,-0.71,53.22,-243.96,79.65
M,0.21,0.11,-0.02,80.93,-394.71,124.33
M,0.31,0.18,1.49,85.75,-440.25,82.95
M,0.13,0.20,1.25,-20.32,-224.67,136.90
M,0.17,1.04,1.05,-75.01,-205.02,148.56
M,0.48,0.34,1.90,7.14,-232.06,-27.77
M,0.48,0.04,1.73,-46.51,-126.40,-2.62
M,0.50,0.19,1.42,-30.58,-83.01,17.52
M,0.50,0.17,1.72,-9.09,-63.11,15.50
M,0.48,0.21,1.44,-16.17,-22.40,9.58
M,0.42,0.21,1.42,-4.58,4.82,-9.28
M,0.39,0.17,1.45,5.55,33.57,-28.32
M,0.35,0.30,1.52,4.52,61.16,-22.40
M,0.36,0.30,1.59,19.29,114.07,-54.69
M,0.35,0.19,1.49,13.31,163.57,-69.82
M,0.36,-0.05,1.23,25.70,211.73,-78.86
M,0.25,-0.15,1.10,29.66,220.40,-44.80
M,0.05,-0.12,0.99,25.51,207.76,-15.75
M,-0.06,0.13,0.81,-7.08,195.13,32.84
M,-0.16,0.15,0.75,-6.53,168.33,25.63
M,-0.20,0.17,0.75,-13.12,154.11,19.78
M,-0.24,0.23,0.65,-25.82,147.64,11.35
M,-0.28,0.20,0.54,-24.78,140.44,1.34
M,-0.39,0.17,0.33,-30.27,116.94,10.68
M,-0.45,0.26,0.38,-28.99,71.96,17.21
M,-0.44,0.23,0.45,-12.70,54.57,9.34
M,-0.48,0.19,0.33,-7.87,38.64,15.50
M,-0.52,0.16,0.48,4.15,8.24,15.93
M,-0.50,0.20,0.46,-3.05,7.39,24.29
M,-0.47,0.20,0.36,-5.92,-8.79,21.36
M,-0.50,0.25,0.30,-6.84,-32.53,24.66
M,-0.41,0.21,-0.01,-9.22,-70.86,13.18
M,-0.22,0.24,0.05,-15.81,-177.98,14.89
M,-0.04,-0.03,0.15,-18.49,-230.16,1.95
M,0.30,-0.32,-0.21,-47.06,-306.82,34.00
M,0.45,-0.18,1.53,-36.80,-410.34,91.55
M,0.45,0.24,1.85,-67.50,-313.54,146.42
M,0.49,0.50,1.64,-40.65,-217.41,82.70
M,0.51,0.24,1.90,6.65,-153.75,47.36
M,0.41,0.24,1.69,-26.55,-93.44,39.61
M,0.37,0.20,1.59,-25.76,-45.72,8.79
M,0.40,0.32,1.84,-3.85,-33.87,-0.18
M,0.36,0.16,1.61,8.06,30.09,-28.50
M,0.31,0.19,1.62,16.24,76.23,-36.32
M,0.28,0.22,1.61,23.93,113.34,-43.95
M,0.23,0.17,1.44,69.27,171.94,-64.70
M,0.17,0.06,1.21,79.71,213.38,-69.34
M,0.15,0.13,1.10,68.42,222.66,-60.24
M,-0.03,0.20,0.86,58.53,227.05,-43.58
M,-0.05,0.40,0.83,26.67,215.58,-27.59
M,-0.00,0.36,0.58,23.50,208.19,-53.77
M,-0.18,-0.03,0.29,19.04,144.04,-66.65
M,-0.25,-0.01,0.30,4.33,90.76,-36.01
M,-0.24,0.24,0.42,-14.40,57.43,-20.87
M,-0.22,0.07,0.08,1.83,37.60,-34.06
M,-0.16,-0.06,-0.02,8.85,-21.18,-26.67
M,-0.35,-0.03,0.24,18.43,-126.22,3.60
M,-0.17,0.04,0.19,-6.65,-114.01,24.60
M,-0.03,-0.03,-0.24,26.00,-205.26,42.79
M,0.13,0.61,0.66,8.67,-312.38,74.28
M,0.16,0.13,0.92,10.07,-304.08,7.45
M,0.24,-0.25,1.47,-17.88,-255.80,80.14
M,0.33,0.89,1.47,-26.98,-163.94,114.14
M,0.38,0.69,1.70,-29.05,-153.75,31.13
M,0.33,0.11,1.58,-43.70,-75.07,-8.12
M,0.26,0.15,1.54,-26.37,-52.37,3.48
M,0.24,0.35,1.47,-21.06,-21.85,7.93
M,0.25,0.31,1.63,2.38,9.58,-25.39
M,0.22,0.31,1.52,-1.89,45.59,-36.93
M,0.19,0.30,1.64,19.04,91.06,-56.58
M,0.15,0.44,1.41,25.27,161.13,-64.82
M,0.15,0.46,1.28,21.55,185.12,-75.20
M,0.09,0.30,1.10,17.33,192.32,-86.30
M,0.02,0.26,1.01,13.43,177.31,-81.54
M,-0.07,0.28,0.87,2.44,177.00,-73.79
M,-0.06,0.23,0.72,-1.04,168.09,-76.90
M,-0.10,0.09,0.58,-9.70,158.33,-81.73
M,-0.18,0.03,0.51,-31.37,110.78,-67.02
M,-0.23,-0.01,0.59,-17.94,78.80,-56.88
M,-0.27,0.07,0.54,-20.57,83.19,-40.04
M,-0.28,0.05,0.41,-7.08,79.10,-39.67
M,-0.35,-0.07,0.28,6.96,47.00,-38.21
M,-0.39,0.02,0.40,-0.18,19.35,-22.52
M,-0.42,0.02,0.47,12.08,2.69,-24.60
M,-0.48,-0.03,0.46,15.32,0.49,-20.69
M,-0.43,0.09,0.33,-2.20,1.71,-8.67
M,-0.31,0.01,0.03,2.32,-31.01,-18.92
M,-0.38,-0.10,-0.14,12.57,-87.22,-19.41
M,-0.13,0.15,-0.59,-5.49,-159.55,-5.98
M,0.24,0.04,-0.14,60.55,-372.86,-11.05
M,0.44,-0.10,1.41,96.68,-520.94,-25.39
M,0.18,0.01,2.87,44.25,-370.18,43.46
M,0.19,0.88,2.54,-96.13,-161.25,99.43
M,0.26,0.21,2.03,16.11,-52.25,-78.92
M,0.06,-0.52,2.00,1.95,-13.43,-51.27
M,0.07,0.04,1.87,-44.80,30.70,26.55
M,0.03,0.18,1.50,4.39,76.97,-9.09
M,-0.01,-0.02,1.18,14.71,98.27,-28.20
M,-0.03,-0.06,1.20,18.55,89.42,-25.09
M,-0.03,-0.10,1.03,8.24,99.24,-1.34
M,-0.06,0.01,1.01,-0.43,89.17,21.42
M,-0.05,0.03,0.96,14.34,88.01,22.77
M,-0.10,0.01,0.82,11.41,85.51,22.34
M,-0.11,0.13,0.86,0.79,64.94,33.87
M,-0.14,0.15,0.92,20.63,51.45,23.44
M,-0.20,0.13,0.82,9.09,62.50,20.69
M,-0.19,0.16,0.78,1.16,61.22,21.06
M,-0.23,0.21,0.73,-4.39,55.91,17.58
M,-0.26,0.16,0.68,5.86,46.94,10.93
M,-0.28,0.17,0.66,6.77,36.56,14.16
M,-0.33,0.24,0.62,3.42,31.19,15.75
M,-0.36,0.27,0.64,5.55,20.14,13.18
