Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
M,0.37,0.27,0.91,37.29,236.76,-83.98
M,0.05,-0.05,0.67,46.33,162.23,-82.82
M,0.02,0.19,1.13,35.28,125.18,-44.62
M,-0.01,0.28,1.03,27.89,157.10,-35.64
M,-0.11,0.29,0.65,27.83,157.23,-26.06
M,-0.18,0.27,0.70,18.80,100.89,-24.29
M,-0.21,0.34,0.78,3.36,80.69,-21.36
M,-0.22,0.34,0.75,2.81,71.04,-24.05
M,-0.22,0.31,0.71,3.36,66.04,-22.71
M,-0.25,0.27,0.55,0.12,52.06,-20.51
M,-0.29,0.26,0.51,-4.64,20.39,-17.76
M,-0.28,0.22,0.55,-0.92,0.85,-14.95
M,-0.25,0.23,0.50,5.68,-16.54,-0.43
M,-0.24,0.26,0.49,11.17,-39.61,5.00
M,-0.25,0.16,0.49,12.88,-49.50,7.87
M,-0.24,0.12,0.39,8.48,-76.84,32.04
M,-0.34,0.42,0.41,-0.43,-103.52,48.71
M,-0.16,0.47,0.88,11.66,-126.40,-2.01
M,-0.04,0.29,0.60,-9.89,-101.87,4.15
M,-0.02,0.36,0.63,-5.80,-127.75,14.16
M,0.05,0.46,0.56,-19.47,-164.55,7.81
M,0.18,0.13,1.08,-27.77,-165.10,-10.07
M,0.21,0.07,0.69,-37.78,-128.11,11.23
M,0.31,0.06,1.02,-15.44,-171.08,23.74
M,0.32,0.14,1.20,-18.86,-155.88,38.51
M,0.41,0.35,1.28,-37.60,-115.72,40.77
M,0.45,0.28,1.33,-34.97,-91.13,24.90
M,0.50,0.25,1.50,-32.96,-75.81,9.34
M,0.50,0.19,1.51,-30.15,-21.67,10.86
M,0.42,0.39,1.29,-14.95,14.47,-6.29
M,0.41,0.31,1.44,2.87,24.90,-33.51
M,0.40,0.15,1.19,-12.33,63.54,-38.64
M,0.37,0.25,1.29,-5.00,61.58,-26.12
M,0.28,0.31,1.24,8.18,95.28,-35.89
M,0.22,0.40,1.19,23.44,135.56,-58.84
M,0.25,0.32,1.06,33.33,160.40,-80.44
M,0.11,0.16,0.78,35.22,159.85,-87.65
M,0.05,0.32,0.94,18.19,118.47,-65.61
M,-0.01,0.33,0.96,12.51,116.70,-69.58
M,-0.09,0.19,0.81,8.61,133.36,-77.03
M,-0.12,0.15,0.65,-7.26,117.25,-60.12
M,-0.17,0.13,0.67,-17.64,84.29,-55.85
M,-0.28,0.17,0.76,-19.78,52.43,-48.83
M,-0.25,0.21,0.84,-14.22,54.69,-47.61
M,-0.28,0.06,0.70,-4.46,77.88,-58.41
M,-0.33,0.03,0.60,-14.83,60.67,-34.00
M,-0.33,0.02,0.60,-11.84,44.62,-24.23
M,-0.33,0.05,0.61,0.06,16.17,-7.45
M,-0.31,0.02,0.52,9.09,-5.31,-2.56
M,-0.34,0.04,0.45,5.49,-27.77,7.02
M,-0.27,0.01,0.41,4.39,-82.28,19.04
M,-0.20,0.05,0.50,8.54,-118.10,31.13
M,-0.13,0.26,0.59,9.34,-149.78,33.02
M,-0.07,0.03,0.67,33.20,-190.00,21.79
M,-0.02,0.20,0.74,1.22,-198.00,43.88
M,0.01,0.15,1.11,11.66,-204.96,27.83
M,0.08,0.20,0.92,-20.20,-141.17,37.48
M,0.17,0.18,0.92,-10.62,-155.15,28.93
M,0.34,0.20,1.14,-7.32,-181.27,29.30
M,0.40,0.07,1.27,7.69,-167.36,24.11
M,0.44,0.22,1.20,7.87,-126.40,53.41
M,0.43,0.26,1.26,-7.26,-105.35,39.12
M,0.54,0.16,1.34,8.85,-86.91,17.15
M,0.48,0.08,1.48,5.13,-38.70,16.30
M,0.53,0.34,1.28,5.07,18.19,8.18
M,0.52,0.28,1.46,21.91,37.60,-17.94
M,0.52,0.19,1.36,10.01,97.96,-46.69
M,0.44,0.12,1.42,7.81,120.73,-53.83
M,0.38,0.09,1.25,6.04,181.15,-61.28
M,0.34,-0.10,0.94,39.73,218.63,-62.38
M,0.25,-0.05,0.87,29.11,202.33,-34.18
M,0.06,0.21,1.07,22.40,141.36,-4.27
M,-0.02,0.15,1.02,37.96,154.48,-16.66
M,-0.13,0.12,0.89,22.34,173.03,-10.99
M,-0.22,0.14,0.73,-1.34,165.47,6.23
M,-0.37,0.23,0.61,-17.76,141.30,18.62
M,-0.37,0.36,0.70,3.72,86.55,22.83
M,-0.41,0.33,0.74,14.47,64.70,15.69
M,-0.39,0.32,0.78,6.47,66.10,12.15
M,-0.45,0.24,0.63,8.36,72.14,5.00
M,-0.47,0.36,0.54,-4.52,61.46,18.01
M,-0.49,0.39,0.53,2.01,43.46,13.92
M,-0.48,0.29,0.58,10.50,26.25,0.00
M,-0.46,0.26,0.50,6.23,23.38,2.44
M,-0.39,0.31,0.35,-5.37,2.56,15.14
M,-0.42,0.36,0.56,7.02,-55.30,18.31
M,-0.39,0.39,0.64,-1.40,-58.11,16.11
M,-0.29,0.13,0.28,2.32,-56.58,16.60
M,-0.29,0.27,0.38,-14.71,-133.30,56.82
M,-0.25,0.37,0.86,-20.87,-171.39,53.10
M,-0.20,0.12,0.85,-16.60,-108.64,39.37
M,-0.06,0.21,0.76,-4.27,-98.33,68.97
M,-0.18,0.62,0.61,-32.71,-97.11,73.55
M,-0.05,0.29,0.85,-13.79,-140.87,11.54
M,0.02,0.19,1.14,-30.82,-141.54,24.05
M,0.11,0.18,1.07,-29.66,-94.60,38.70
M,-0.01,0.37,0.74,-25.39,-75.87,49.07
M,0.15,0.44,0.99,-15.44,-113.95,31.37
M,0.24,0.06,1.09,-37.35,-81.85,16.85
M,0.28,0.12,0.99,-26.06,-68.48,37.41
M,0.19,0.37,0.80,-16.42,-75.13,46.14
M,0.38,0.09,1.06,-17.64,-107.36,21.36
M,0.38,0.10,1.02,-31.01,-96.50,46.57
M,0.45,0.15,1.13,-8.00,-96.68,40.04
M,0.51,0.20,1.36,-8.61,-72.51,44.62
M,0.49,0.32,1.37,4.76,-35.16,35.34
M,0.48,0.48,1.58,21.73,23.38,-12.21
M,0.45,0.14,1.38,29.42,67.38,-41.20
M,0.33,0.26,1.30,27.28,90.88,-37.60
M,0.25,0.43,1.26,42.85,127.14,-61.40
M,0.21,0.49,1.35,71.47,147.52,-83.86
M,0.18,0.32,1.32,80.57,194.64,-101.68
M,0.18,0.23,0.91,57.74,236.08,-89.60
M,-0.01,0.20,0.68,29.85,219.48,-66.96
M,-0.13,0.34,0.64,23.13,157.35,-30.82
M,-0.16,0.43,0.77,24.29,119.51,-36.74
M,-0.27,0.39,0.67,12.15,118.35,-45.78
M,-0.25,0.40,0.58,-6.59,101.44,-48.40
M,-0.30,0.31,0.50,-11.66,85.57,-58.65
M,-0.29,0.20,0.43,-20.39,49.74,-53.10
M,-0.32,0.13,0.40,-5.80,-2.56,-38.21
M,-0.33,0.11,0.41,-2.44,-26.61,-26.00
M,-0.31,0.18,0.52,6.53,-51.57,-9.70
M,-0.31,0.13,0.46,5.86,-53.34,-3.11
M,-0.28,0.17,0.34,2.01,-63.35,9.34
M,-0.25,0.14,0.51,17.94,-111.51,16.78
M,-0.22,0.14,0.57,22.28,-120.61,29.48
M,-0.20,0.40,0.61,5.92,-125.79,54.20
M,-0.16,0.45,0.67,-4.70,-134.28,33.57
M,-0.03,0.46,0.69,-15.81,-143.68,16.36
M,0.12,0.25,0.85,-17.15,-166.50,-10.74
M,0.20,0.03,1.22,-13.24,-178.59,14.04
M,0.17,0.29,1.10,-36.44,-139.59,40.34
M,0.32,0.25,0.91,-23.80,-153.08,24.60
M,0.35,0.30,1.64,-16.91,-165.47,34.30
M,0.41,0.33,1.40,-42.30,-89.90,29.05
M,0.36,0.26,1.33,-18.55,-67.02,4.88
M,0.36,0.25,1.43,-21.18,-49.44,-7.57
M,0.31,0.33,1.48,-12.39,2.38,-18.43
M,0.34,0.37,1.31,-5.00,47.85,-54.38
M,0.30,0.26,1.28,0.37,57.13,-60.73
M,0.24,0.27,1.18,9.34,71.29,-44.19
M,0.18,0.37,1.32,16.97,88.75,-35.71
M,0.21,0.37,1.34,10.25,123.29,-44.56
M,0.18,0.33,1.13,4.27,164.12,-64.21
M,0.09,0.30,1.08,2.62,167.42,-70.25
M,0.05,0.18,1.01,8.61,172.00,-69.82
M,-0.09,0.18,0.81,-10.74,172.36,-41.44
M,-0.13,0.27,0.77,-26.79,153.50,-28.20
M,-0.22,0.29,0.79,-20.26,125.43,-43.15
M,-0.25,0.15,0.76,-23.56,122.62,-60.00
M,-0.29,0.09,0.63,-36.74,116.33,-52.67
M,-0.38,0.11,0.59,-36.56,81.73,-39.86
M,-0.37,0.08,0.65,-25.33,66.22,-40.77
M,-0.36,-0.01,0.55,-20.26,66.96,-37.35
M,-0.41,-0.04,0.33,-0.85,29.54,-17.33
M,-0.39,0.08,0.40,6.10,-3.30,-7.02
M,-0.37,-0.00,0.38,17.21,-29.66,-15.38
M,-0.31,-0.13,0.12,14.04,-69.95,-3.42
M,-0.26,-0.13,0.26,36.56,-141.17,20.26
M,-0.25,0.26,0.51,10.38,-178.04,48.89
M,-0.17,0.29,0.48,15.56,-186.40,26.73
M,-0.08,0.05,0.92,24.23,-237.61,8.61
M,0.01,0.06,0.97,-5.49,-174.62,31.31
M,-0.02,0.16,0.72,-9.28,-155.46,38.21
M,0.14,0.07,1.08,3.85,-188.42,16.42
M,0.28,0.02,1.02,-19.17,-145.87,47.24
M,0.31,0.09,0.97,9.77,-157.17,58.47
M,0.34,0.26,1.21,-12.02,-148.13,34.67
M,0.43,0.19,1.43,-15.44,-119.63,27.89
M,0.51,0.30,1.41,-19.23,-91.13,17.76
M,0.46,-0.05,1.40,-5.98,-60.00,0.73
M,0.44,0.09,1.30,-8.85,-37.48,16.54
M,0.47,0.15,1.46,-1.59,-14.71,-2.32
M,0.46,0.08,1.25,7.08,25.21,-25.51
M,0.44,-0.00,1.16,6.90,41.44,-23.01
M,0.40,0.06,1.26,19.53,63.84,-14.83
M,0.42,0.16,1.25,17.15,96.44,-19.41
M,0.45,0.09,1.19,23.19,139.89,-44.62
M,0.35,-0.03,0.87,22.71,168.58,-57.13
M,0.17,0.00,0.94,38.64,140.32,-47.30
M,0.05,0.06,1.25,41.99,119.63,-34.36
M,0.01,0.15,1.30,47.61,150.33,-14.10
M,-0.08,0.22,1.10,33.87,184.75,-8.85
M,-0.18,0.10,0.75,23.56,187.01,-20.81
M,-0.33,-0.01,0.80,16.17,123.96,-7.08
M,-0.39,0.15,0.85,2.32,107.42,23.19
M,-0.39,0.28,0.80,10.25,115.66,30.70
M,-0.42,0.24,0.64,3.48,122.44,23.25
M,-0.52,0.26,0.42,-22.71,109.25,26.06
M,-0.51,0.39,0.46,-17.64,68.30,28.44
M,-0.51,0.41,0.46,0.18,50.35,22.40
M,-0.50,0.43,0.50,21.36,19.04,9.64
M,-0.45,0.25,0.42,9.77,20.69,-8.79
M,-0.44,0.15,0.31,-6.90,10.93,-0.37
M,-0.38,0.30,0.35,-7.81,-31.07,23.38
M,-0.36,0.34,0.33,-8.48,-52.98,22.40
M,-0.29,0.21,0.32,-10.74,-96.44,16.24
M,-0.10,0.05,0.38,-9.58,-151.73,41.02
M,-0.00,0.08,0.70,9.77,-203.86,77.76
M,-0.23,0.64,0.73,-31.49,-176.33,107.48
M,0.01,0.25,0.84,-31.19,-163.33,27.28
M,0.01,0.03,1.05,-39.55,-163.88,39.37
M,0.14,0.44,0.98,-35.03,-129.27,66.53
M,0.11,0.32,0.82,-51.88,-127.87,51.88
M,0.15,0.17,0.85,-31.43,-143.19,39.73
M,0.29,-0.01,1.06,-24.66,-149.54,36.68
M,0.33,-0.11,1.01,-39.12,-125.85,56.64
M,0.42,0.31,0.94,-37.23,-140.08,92.59
M,0.48,0.04,1.11,1.89,-128.11,40.89
M,0.60,0.18,1.43,3.85,-120.61,58.41
M,0.68,0.54,1.33,7.69,-65.19,39.49
M,0.67,0.42,1.41,18.25,-43.21,1.59
M,0.65,0.20,1.46,13.85,6.71,-18.31
M,0.59,0.24,1.15,-7.20,35.71,-6.65
M,0.54,0.44,1.39,15.62,39.12,-20.63
M,0.48,0.27,1.45,30.70,94.24,-75.26
M,0.43,0.25,1.21,27.89,165.34,-84.72
M,0.35,0.27,1.07,25.02,183.17,-87.89
M,0.23,0.15,0.99,55.97,182.74,-82.34
M,0.18,0.17,0.99,71.47,175.60,-72.81
M,0.12,0.23,1.01,64.51,168.76,-56.27
M,-0.03,0.49,0.77,38.39,177.43,-32.59
M,-0.04,0.50,0.60,28.44,167.36,-44.49
M,-0.16,0.27,0.65,27.40,96.98,-62.07
M,-0.21,0.41,0.80,-4.46,65.31,-42.36
M,-0.18,0.38,0.71,-6.53,79.71,-53.47
M,-0.25,0.18,0.40,-15.99,69.58,-55.54
M,-0.29,0.33,0.55,-25.39,12.02,-40.34
M,-0.27,0.23,0.62,-11.35,2.81,-55.42
M,-0.24,0.06,0.45,-5.55,7.32,-40.28
M,-0.24,0.04,0.41,4.33,-10.31,-18.74
M,-0.28,0.19,0.44,0.67,-48.34,6.96
M,-0.24,0.03,0.47,9.95,-91.98,0.98
M,-0.22,0.07,0.59,13.00,-111.45,19.59
M,-0.15,0.13,0.70,7.93,-117.49,44.25
M,-0.24,0.33,0.53,-7.02,-114.81,72.51
M,-0.19,0.61,0.47,-33.87,-135.80,59.27
M,0.08,0.25,0.85,-9.64,-187.50,9.46
M,0.15,0.23,1.04,-39.06,-183.53,23.07
M,0.19,0.13,1.03,-26.43,-148.86,21.85
M,0.27,0.14,1.19,-45.96,-136.05,35.16
M,0.32,0.06,1.08,-50.29,-120.48,38.70
M,0.38,0.40,1.38,-20.20,-114.07,43.76
M,0.39,0.06,1.25,-21.91,-76.05,4.82
M,0.40,-0.01,1.26,-23.80,-59.63,13.79
M,0.41,0.10,1.20,-17.03,-38.27,19.41
M,0.43,0.25,1.34,-7.75,-26.00,11.54
M,0.38,0.12,1.06,-2.20,10.01,-9.70
M,0.42,0.19,1.23,5.13,19.35,-12.94
M,0.36,0.27,1.27,8.30,31.37,-18.49
M,0.33,0.30,1.25,2.01,60.24,-33.02
M,0.27,0.33,1.19,13.49,89.97,-53.28
M,0.24,0.36,1.32,20.94,98.82,-66.53
M,0.28,0.39,1.38,19.04,143.98,-81.18
M,0.40,0.20,1.01,16.24,182.25,-92.35
M,-0.01,0.13,0.74,-3.48,110.78,-54.14
M,-0.00,0.28,1.25,4.33,57.86,-42.18
M,0.00,0.30,1.34,-1.65,97.41,-46.08
M,0.01,0.11,0.78,-10.93,168.27,-64.39
M,-0.17,0.15,0.70,-34.36,120.12,-47.61
M,-0.18,0.16,0.63,-30.70,96.13,-45.10
M,-0.20,0.06,0.75,-15.44,62.99,-46.94
M,-0.22,0.11,0.67,-22.58,63.54,-39.18
M,-0.24,-0.02,0.59,-4.58,64.21,-44.86
M,-0.27,-0.02,0.37,-11.23,45.35,-23.62
M,-0.28,0.06,0.25,-18.55,12.39,-15.75
M,-0.27,-0.05,0.48,-0.67,-34.18,-21.30
M,-0.28,-0.02,0.35,-2.75,-43.58,-5.25
M,-0.24,-0.10,0.39,10.25,-70.92,-5.74
M,-0.24,0.10,0.33,-1.46,-103.82,18.86
M,-0.13,-0.01,0.58,8.12,-161.68,11.29
M,-0.14,0.07,0.58,2.81,-166.32,24.90
M,0.05,-0.02,0.42,19.29,-183.41,17.40
M,0.28,-0.14,0.77,21.55,-244.93,37.54
M,0.22,0.41,1.43,4.15,-215.52,61.04
M,0.37,0.35,1.04,14.77,-195.01,-6.35
M,0.45,0.02,1.67,23.07,-194.27,-16.11
M,0.42,-0.10,1.06,19.41,-132.81,1.59
M,0.56,-0.08,1.28,15.69,-114.07,28.63
M,0.68,0.28,1.33,10.80,-93.38,36.32
M,0.72,0.08,1.44,6.90,-44.98,1.83
M,0.66,-0.02,1.03,1.40,-20.75,0.73
M,0.61,0.13,1.16,-5.13,-4.94,16.42
M,0.58,0.12,1.25,-3.91,21.36,-2.50
M,0.63,0.09,1.34,0.12,42.48,-10.25
M,0.67,0.14,1.34,-6.71,116.70,-13.12
M,0.43,-0.04,0.55,1.71,138.06,-37.78
M,0.34,-0.07,1.08,28.50,80.26,-35.64
M,0.33,-0.08,1.31,37.72,139.59,-25.45
M,0.39,-0.06,1.26,30.15,185.30,-13.31
M,0.28,0.03,0.85,23.19,219.48,3.60
M,0.02,-0.05,0.74,39.86,150.27,-0.24
M,-0.09,0.06,1.30,45.78,107.42,8.30
M,-0.07,0.25,1.14,14.95,182.86,34.97
M,-0.26,0.28,0.71,10.80,188.11,23.99
M,-0.39,0.36,0.67,-4.33,156.92,24.29
M,-0.45,0.43,0.73,-22.28,119.45,12.94
M,-0.51,0.45,0.77,-22.46,100.40,5.80
M,-0.43,0.40,0.78,-10.31,110.84,-14.65
M,-0.49,0.20,0.62,0.37,112.30,-24.54
M,-0.49,0.28,0.49,-8.67,98.33,-11.23
M,-0.51,0.25,0.45,-0.55,50.72,-18.92
M,-0.48,0.12,0.46,2.26,43.76,-20.57
M,-0.48,0.05,0.27,5.25,39.86,-15.26
M,-0.42,0.07,0.14,10.13,-6.77,0.73
M,-0.41,0.08,0.13,12.33,-47.73,8.24
M,-0.36,0.15,0.34,12.39,-97.17,14.28
M,-0.26,0.03,0.28,22.77,-120.97,18.19
M,-0.20,0.08,0.27,24.90,-162.90,42.05
M,-0.18,0.27,0.65,5.68,-216.92,64.09
M,-0.12,0.27,1.02,8.18,-171.26,49.26
M,-0.10,0.32,0.81,-6.59,-134.40,47.55
M,0.09,0.23,0.58,-16.78,-152.95,32.29
M,0.03,0.20,0.77,-12.51,-201.72,39.98
M,0.11,-0.01,1.10,5.74,-175.42,28.69
M,0.31,0.13,0.84,-22.46,-156.13,62.74
M,0.37,0.15,1.13,-19.84,-182.07,68.97
M,0.41,0.37,1.05,-35.03,-152.71,62.38
M,0.42,-0.06,1.39,-11.78,-150.70,51.33
M,0.59,0.37,1.24,-19.35,-108.76,77.94
M,0.63,0.58,1.71,-10.56,-77.88,35.28
M,0.57,0.25,1.28,-16.17,3.85,-14.89
M,0.53,0.03,1.16,-7.14,5.31,-21.61
M,0.52,0.13,1.09,-1.10,24.41,-6.71
M,0.49,0.22,1.35,11.96,19.23,-3.05
M,0.49,0.36,1.33,13.98,58.23,-27.28
M,0.46,0.30,1.54,24.48,111.45,-56.82
M,0.39,0.32,1.28,18.19,168.15,-69.03
M,0.27,0.15,0.91,35.10,193.30,-65.19
M,0.18,0.21,1.18,52.06,169.19,-55.11
M,0.19,0.31,1.10,37.90,189.58,-49.44
M,0.09,0.24,0.84,22.64,194.58,-61.28
M,-0.03,0.23,0.75,17.15,171.20,-51.94
M,-0.12,0.28,0.70,4.88,135.44,-42.30
M,-0.20,0.25,0.73,-5.43,105.04,-45.29
M,-0.20,0.22,0.77,-12.27,91.43,-44.92
M,-0.26,0.20,0.70,-16.24,86.55,-43.03
M,-0.30,0.10,0.53,-8.18,88.62,-47.49
M,-0.30,0.05,0.32,-10.74,72.69,-32.65
M,-0.32,0.10,0.43,5.74,3.78,-10.56
M,-0.35,0.16,0.47,8.24,-7.32,-6.77
M,-0.32,0.10,0.36,12.70,-18.13,-10.50
M,-0.29,0.05,0.31,9.58,-56.21,2.20
M,-0.27,0.04,0.36,10.50,-91.98,15.32
M,-0.25,0.30,0.56,-6.04,-121.58,36.25
M,-0.22,0.08,0.55,8.30,-138.61,11.54
M,-0.11,0.25,0.54,2.08,-154.79,38.64
M,0.00,0.43,0.93,-3.72,-218.44,38.76
M,0.05,0.21,1.16,-7.32,-202.39,9.89
M,0.03,0.01,0.88,-30.03,-148.38,33.26
M,0.18,0.13,1.29,-6.90,-164.25,31.49
M,0.23,0.25,1.33,-13.55,-124.08,37.11
M,0.26,0.15,1.26,-17.40,-103.27,12.57
M,0.30,0.13,1.37,-19.29,-69.34,6.77
M,0.31,0.04,1.29,-10.19,-48.22,5.13
M,0.28,0.25,1.26,-10.07,-31.62,13.61
M,0.29,0.16,1.38,0.79,-21.91,0.98
M,0.28,0.26,1.31,-1.22,18.43,-2.75
M,0.28,0.23,1.44,6.77,32.10,-26.49
M,0.25,0.22,1.34,9.40,66.77,-36.99
M,0.18,0.26,1.10,19.29,94.67,-48.52
M,0.15,0.30,1.25,16.54,93.14,-51.03
M,0.09,0.25,1.25,13.24,110.47,-57.37
M,0.06,0.30,1.19,7.63,136.78,-56.46
M,0.03,0.31,1.13,9.09,148.68,-59.02
M,-0.03,0.21,0.83,11.05,165.10,-63.29
M,-0.19,0.20,0.85,8.61,99.55,-49.07
M,-0.22,0.36,1.15,7.51,81.54,-51.51
M,-0.23,0.10,0.90,-0.73,137.70,-77.76
M,-0.24,0.01,0.53,-5.98,131.53,-56.70
M,-0.33,-0.04,0.39,0.79,90.76,-37.60
M,-0.29,0.12,0.55,-5.25,37.23,-28.99
M,-0.34,-0.02,0.49,-0.85,31.80,-36.25
M,-0.33,-0.00,0.48,9.34,15.87,-16.91
M,-0.27,0.01,0.36,11.29,5.74,-14.04
M,-0.31,-0.10,0.28,15.87,-17.52,-8.36
M,-0.24,-0.00,0.36,2.50,-54.38,9.70
M,-0.25,0.00,0.34,-0.67,-91.06,29.48
M,-0.26,0.15,0.61,3.05,-127.81,37.78
M,-0.22,0.11,0.50,6.84,-113.71,13.49
M,-0.07,0.07,0.47,9.09,-140.44,25.27
M,0.08,0.04,0.62,11.17,-221.25,44.49
M,0.04,0.23,1.16,-10.56,-245.36,52.67
M,0.16,0.01,1.31,-9.40,-200.81,29.17
M,0.30,0.30,1.08,-26.98,-144.84,76.48
M,0.27,0.17,1.46,-13.18,-172.30,30.46
M,0.30,0.20,1.45,-3.72,-127.32,36.80
M,0.37,0.20,1.25,0.24,-97.78,17.58
M,0.39,0.14,1.32,-4.27,-83.86,15.81
M,0.40,0.20,1.18,-15.56,-60.61,11.35
M,0.48,0.23,1.24,-7.81,-42.85,5.68
M,0.50,0.11,1.19,7.02,-24.23,-11.72
M,0.50,0.05,1.17,-5.13,-2.87,-0.85
M,0.49,0.08,1.18,6.53,5.49,-10.68
M,0.47,0.14,1.22,3.54,27.83,-8.73
M,0.38,0.13,1.53,10.74,62.07,-26.25
M,0.44,0.16,1.69,17.46,121.34,-31.25
M,0.35,0.13,1.05,14.59,215.21,-43.64
M,0.23,-0.18,1.11,65.61,183.65,-61.52
M,0.16,-0.17,1.32,77.21,169.56,-41.08
M,0.09,0.17,1.21,41.44,213.20,2.08
M,-0.04,0.29,0.82,23.62,232.97,6.41
M,-0.11,0.22,0.67,10.80,205.51,0.06
M,-0.29,0.17,0.74,-1.34,124.02,-1.71
M,-0.32,0.21,0.82,-9.95,103.70,1.40
M,-0.39,0.36,0.74,-24.35,106.57,5.68
M,-0.37,0.35,0.70,-16.11,110.17,-17.33
M,-0.41,0.18,0.62,-16.05,110.60,-33.39
M,-0.48,0.11,0.46,-26.18,94.48,-14.95
M,-0.47,0.17,0.39,-16.97,75.93,0.12
M,-0.48,0.15,0.24,-0.18,62.38,3.78
M,-0.50,0.12,0.12,15.56,14.65,12.76
M,-0.46,0.12,0.24,11.78,-39.06,15.99
M,-0.45,0.13,0.35,9.22,-67.26,20.51
M,-0.39,0.19,0.28,-2.50,-82.21,27.40
M,-0.35,0.18,0.27,7.45,-118.90,27.53
M,-0.27,0.24,0.44,13.12,-171.02,32.17
M,-0.23,0.10,0.48,15.44,-198.43,42.11
M,-0.04,0.20,0.18,-26.00,-203.12,68.91
M,0.27,0.11,1.13,-1.46,-318.91,75.99
M,0.23,0.42,1.39,-3.97,-218.26,113.83
M,0.15,0.47,0.94,-43.03,-143.01,105.41
M,0.32,0.31,1.24,-33.08,-178.34,50.23
M,0.23,0.13,1.30,-52.00,-145.94,36.56
M,0.41,0.19,1.14,-54.44,-115.60,35.22
M,0.44,0.21,1.25,-40.47,-90.88,35.10
M,0.49,0.25,1.17,-28.20,-71.78,23.01
M,0.49,0.06,1.19,-35.64,-51.76,5.98
M,0.49,0.14,1.22,-21.12,-37.84,11.41
M,0.53,0.15,1.37,-7.87,-24.35,1.65
M,0.52,0.30,1.44,8.06,23.56,-15.81
M,0.49,0.20,1.20,16.54,59.08,-36.99
M,0.40,0.09,1.35,29.85,66.83,-48.95
M,0.38,0.19,1.50,30.76,112.30,-48.34
M,0.31,0.25,1.38,41.63,160.10,-53.04
M,0.29,0.21,1.03,57.98,203.67,-60.61
M,0.21,0.08,1.01,68.85,180.48,-57.92
M,0.07,0.14,0.93,47.79,175.17,-34.36
M,-0.06,0.36,0.89,37.05,165.04,-13.98
M,-0.12,0.46,0.71,29.79,160.52,-20.20
M,-0.18,0.38,0.69,29.11,136.78,-41.99
M,-0.27,0.32,0.68,3.23,110.17,-52.25
M,-0.29,0.32,0.63,-9.40,102.48,-53.53
M,-0.32,0.25,0.59,-13.67,89.11,-56.64
M,-0.34,0.16,0.43,-13.43,68.48,-49.32
M,-0.38,0.20,0.45,-17.88,36.74,-42.11
M,-0.35,0.04,0.43,6.53,14.59,-45.53
M,-0.35,0.06,0.36,8.97,-13.61,-15.93
M,-0.30,0.05,0.28,16.30,-42.66,-4.33
M,-0.27,-0.02,0.36,23.86,-122.07,17.46
M,-0.27,0.08,0.51,17.40,-157.29,37.72
M,-0.21,0.18,0.49,7.75,-154.79,37.48
M,-0.17,0.24,0.45,-11.35,-187.01,37.78
M,0.00,0.49,0.56,-52.55,-221.62,40.95
M,0.25,-0.05,1.01,-25.02,-252.93,-8.24
M,0.20,0.14,1.22,-18.80,-196.90,46.33
M,0.26,0.18,0.95,-36.13,-148.07,38.88
M,0.43,-0.01,1.20,-28.08,-158.08,15.56
M,0.39,0.10,1.36,-17.82,-130.07,29.42
M,0.36,0.30,1.36,-11.23,-92.41,29.79
M,0.42,0.28,1.50,-2.87,-45.59,19.53
M,0.49,0.27,1.38,-6.23,-20.26,7.75
M,0.46,0.30,1.40,-12.21,11.90,-3.91
M,0.41,0.18,1.45,0.67,22.58,-30.46
M,0.38,0.16,1.52,4.64,48.52,-39.92
M,0.36,0.25,1.69,10.99,116.39,-61.34
M,0.30,0.34,1.29,9.22,205.14,-66.59
M,0.25,0.21,1.11,29.54,214.05,-78.43
M,0.15,0.11,1.22,54.02,189.94,-67.57
M,0.08,0.26,1.23,39.61,191.65,-48.10
M,-0.01,0.43,0.95,9.89,231.02,-48.10
M,-0.09,0.23,0.65,4.15,234.01,-84.29
M,-0.15,0.07,0.54,2.32,207.82,-93.14
M,-0.25,-0.01,0.37,-28.20,161.87,-74.34
M,-0.37,0.02,0.33,-25.21,97.29,-55.97
M,-0.41,0.11,0.33,-18.55,66.28,-46.33
M,-0.36,-0.02,0.28,-7.75,45.53,-59.51
M,-0.39,-0.15,0.27,2.99,22.64,-55.60
M,-0.35,-0.18,0.28,8.48,-2.62,-22.22
M,-0.36,-0.21,0.21,23.86,-40.59,13.49
M,-0.41,-0.09,0.19,20.39,-70.13,33.57
M,-0.39,0.08,0.40,19.47,-109.07,35.28
M,-0.32,0.12,0.55,18.86,-121.46,28.87
M,-0.25,0.10,0.44,9.77,-131.47,31.31
M,0.02,0.04,0.19,31.74,-192.99,36.44
M,-0.04,0.03,0.29,57.86,-263.85,44.80
M,0.03,0.39,1.30,34.85,-317.57,57.86
M,0.31,0.15,0.48,-53.10,-215.03,58.29
M,0.51,0.13,1.06,-64.82,-324.65,63.72
M,0.45,0.08,2.34,-6.53,-254.21,35.64
M,0.52,0.35,1.34,-48.71,-84.59,39.25
M,0.55,-0.13,1.43,-26.12,-96.86,-1.59
M,0.57,0.04,1.59,-20.45,-73.30,23.93
M,0.53,0.21,1.59,-8.24,-38.76,14.89
M,0.47,0.18,1.44,8.79,8.97,3.30
M,0.44,0.18,1.33,19.41,39.49,-23.93
